x,y,vx,vy
3.588082312751576524e+02,-1.358807388668435294e+02,1.153757800508911835e+01,-1.598703985508514336e+00
3.599410603967194220e+02,-1.360216038768690225e+02,1.154132868030826486e+01,-1.594613059164557756e+00
3.610746360367826924e+02,-1.361620670597449134e+02,1.154386881657431729e+01,-1.591885131614593440e+00
3.622091874396377875e+02,-1.363027140690575720e+02,1.154562371272393051e+01,-1.590020188072984508e+00
3.633447175040203661e+02,-1.364437777333534143e+02,1.154807124736757906e+01,-1.587445578418442249e+00
3.644810178571988217e+02,-1.365848767662833154e+02,1.154999216604790391e+01,-1.585446137359357355e+00
3.656182512083972824e+02,-1.367263375531263421e+02,1.155055306172847196e+01,-1.584865788931165032e+00
3.667560813739193577e+02,-1.368682254600516330e+02,1.154898165232040697e+01,-1.586495652599226647e+00
3.678941445932985062e+02,-1.370107840073396233e+02,1.154475837950474038e+01,-1.590937792150020735e+00
3.690321220909706881e+02,-1.371544363311461154e+02,1.153904437951776885e+01,-1.597095531124240519e+00
3.701701159939943295e+02,-1.372996764110507968e+02,1.152971948981374872e+01,-1.607528447153673934e+00
3.713076949644566298e+02,-1.374470876082123141e+02,1.151973987853808978e+01,-1.619259985822803394e+00
3.724448874689168747e+02,-1.375968636535828011e+02,1.151032976878584790e+01,-1.630906956622062642e+00
3.735819083287518652e+02,-1.377490188788696912e+02,1.150074016482278694e+01,-1.643418535168165828e+00
3.747188414493879236e+02,-1.379036522356876446e+02,1.149109889758219971e+01,-1.656722027619455861e+00
3.758555026654880749e+02,-1.380606431704903514e+02,1.147979661822787101e+01,-1.673361233923546854e+00
3.769917817228891863e+02,-1.382203918255840733e+02,1.146872531108431659e+01,-1.690918383617355136e+00
3.781278010022240323e+02,-1.383829691431867843e+02,1.145899522795840575e+01,-1.707553630253975330e+00
3.792636466961278643e+02,-1.385481338803925553e+02,1.145001528816912462e+01,-1.724089162960523947e+00
3.803993000937994680e+02,-1.387157260243855603e+02,1.144049648623213500e+01,-1.743105092649166243e+00
3.815347522898671286e+02,-1.388859901532233039e+02,1.143232566509166581e+01,-1.760918862675145524e+00
3.826700670128612387e+02,-1.390586650116096337e+02,1.142456767142466312e+01,-1.779423086776379836e+00
3.838052661829726162e+02,-1.392337590586373040e+02,1.141723547774868308e+01,-1.798722937510564224e+00
3.849403586037631726e+02,-1.394112934406485635e+02,1.141128511263458378e+01,-1.816061894456273640e+00
3.860755022942239520e+02,-1.395910019406079243e+02,1.140598594805012667e+01,-1.833169424612442366e+00
3.872106328365180730e+02,-1.397727644808373668e+02,1.140152449664994982e+01,-1.849190118531632843e+00
3.883479168626281535e+02,-1.399569775543525338e+02,1.141989997580316007e+01,-1.869471812537834676e+00
